Job_Title,Industry,Company_Size,Location,AI_Adoption_Level,Automation_Risk,Required_Skills,Salary_USD,Remote_Friendly,Job_Growth_Projection
Marketing Specialist,Finance,Small,San Francisco,Low,High,Cybersecurity,82827.81361084916,Yes,Decline
Data Scientist,Manufacturing,Small,Sydney,Medium,Medium,Project Management,73518.82316921977,No,Growth
AI Researcher,Manufacturing,Medium,San Francisco,Low,High,JavaScript,104107.30420456902,No,Decline
Marketing Specialist,Healthcare,Small,London,High,Low,Communication,74977.47886147109,Yes,Decline
Product Manager,Telecommunications,Medium,Sydney,Low,Low,Sales,66566.60283865419,Yes,Stable
AI Researcher,Education,Medium,Tokyo,Low,Low,Communication,92840.30824510465,Yes,Decline
Marketing Specialist,Manufacturing,Medium,Dubai,High,Low,Project Management,64200.276483495734,Yes,Decline
HR Manager,Education,Medium,Singapore,Medium,Medium,Data Analysis,54010.72137049221,No,Growth
Operations Manager,Technology,Medium,London,Medium,Medium,Sales,92665.14467722556,No,Stable
HR Manager,Manufacturing,Large,Paris,Low,High,Machine Learning,55015.5991397958,Yes,Decline
Operations Manager,Entertainment,Small,London,High,Low,Communication,105505.58792590846,Yes,Growth
Software Engineer,Telecommunications,Large,London,Medium,High,Machine Learning,62093.32547494408,No,Stable
Software Engineer,Healthcare,Small,Sydney,Low,Medium,Communication,45186.52427160505,No,Stable
Software Engineer,Technology,Large,New York,High,Low,Machine Learning,84124.06699718411,No,Growth
Product Manager,Telecommunications,Medium,Toronto,Medium,Low,Communication,92891.89006592969,No,Growth
HR Manager,Entertainment,Small,New York,Medium,Medium,Machine Learning,99829.50127363882,Yes,Growth
Operations Manager,Telecommunications,Small,Tokyo,High,Medium,Project Management,93440.31398031706,No,Growth
Marketing Specialist,Entertainment,Large,Paris,High,Medium,Marketing,68813.74757764515,No,Growth
Data Scientist,Entertainment,Large,Dubai,High,Medium,Sales,104261.22361853208,Yes,Decline
Marketing Specialist,Education,Small,Berlin,High,Medium,JavaScript,109202.77012959492,No,Decline
Data Scientist,Energy,Large,Tokyo,Low,Low,Data Analysis,65884.75743088922,No,Stable
Sales Manager,Technology,Large,Berlin,High,Medium,UX/UI Design,86379.87722680772,Yes,Decline
Marketing Specialist,Telecommunications,Large,Berlin,Medium,Low,Python,84511.1994578196,Yes,Decline
AI Researcher,Retail,Medium,Dubai,Medium,Low,JavaScript,94407.63165576068,Yes,Decline
AI Researcher,Technology,Medium,San Francisco,Low,Medium,Python,85901.52416451782,No,Growth
Cybersecurity Analyst,Energy,Large,New York,Medium,Medium,Sales,88642.44455854046,No,Stable
HR Manager,Technology,Large,London,Medium,Low,JavaScript,102836.31060483382,Yes,Stable
Data Scientist,Finance,Medium,Singapore,High,Medium,Machine Learning,67722.93800797733,Yes,Stable
Data Scientist,Retail,Medium,Berlin,Medium,Medium,Machine Learning,104747.46270521649,No,Stable
HR Manager,Energy,Small,Paris,Low,Medium,UX/UI Design,112822.65463062502,Yes,Decline
Product Manager,Education,Small,Tokyo,High,High,Python,122682.69986977737,Yes,Decline
Cybersecurity Analyst,Telecommunications,Medium,San Francisco,High,Low,Data Analysis,47132.65351725282,Yes,Growth
Product Manager,Transportation,Large,Berlin,Low,High,Sales,86341.96685769563,No,Stable
Product Manager,Energy,Large,San Francisco,High,Medium,Machine Learning,50697.98851292822,No,Decline
Product Manager,Healthcare,Large,San Francisco,High,High,Marketing,41298.72620454353,No,Decline
HR Manager,Telecommunications,Large,Berlin,Low,Medium,Project Management,92881.86095214957,No,Growth
Product Manager,Energy,Small,Sydney,High,High,Project Management,82016.96414299277,No,Growth
AI Researcher,Finance,Medium,Toronto,Low,Medium,Communication,95997.01903541492,No,Growth
Software Engineer,Transportation,Large,Paris,Low,High,Data Analysis,99722.55380174631,Yes,Decline
Sales Manager,Finance,Small,London,Medium,High,Project Management,114957.91916215842,No,Decline
Data Scientist,Transportation,Large,London,Medium,High,Communication,91078.4085061156,No,Growth
Data Scientist,Healthcare,Medium,Paris,High,Low,Python,148467.11234638176,Yes,Stable
Sales Manager,Telecommunications,Small,Sydney,High,High,Machine Learning,96128.19709970425,No,Growth
HR Manager,Education,Medium,London,Low,Low,Machine Learning,126849.58089134423,No,Growth
Marketing Specialist,Finance,Medium,San Francisco,High,Medium,Marketing,43343.24398951503,Yes,Growth
HR Manager,Finance,Small,Dubai,Low,High,JavaScript,116994.7905910125,Yes,Growth
Data Scientist,Entertainment,Small,Tokyo,Low,Medium,Project Management,86384.7902040888,Yes,Decline
Data Scientist,Transportation,Small,New York,High,Medium,Python,51033.05481145457,No,Stable
Sales Manager,Manufacturing,Small,London,Low,High,Cybersecurity,98410.9021845624,Yes,Growth
Product Manager,Telecommunications,Small,Paris,Medium,Low,Project Management,83940.88924031366,No,Stable
HR Manager,Transportation,Small,Dubai,High,High,Data Analysis,101601.06496896285,No,Stable
Operations Manager,Entertainment,Small,Berlin,Medium,Medium,JavaScript,110221.52915102156,No,Stable
Sales Manager,Technology,Large,Toronto,High,Medium,Project Management,60216.99766476808,No,Growth
AI Researcher,Transportation,Medium,Paris,Low,High,Python,110298.37964910315,Yes,Decline
Data Scientist,Education,Small,San Francisco,High,Low,Project Management,90129.58968441433,Yes,Growth
Sales Manager,Telecommunications,Large,Toronto,Medium,Low,Data Analysis,117056.82349386545,No,Stable
HR Manager,Entertainment,Large,Tokyo,Low,Medium,Cybersecurity,85897.03542004264,Yes,Stable
Data Scientist,Technology,Large,Tokyo,High,Medium,Sales,80591.82214937158,No,Decline
Marketing Specialist,Retail,Medium,Sydney,High,Low,UX/UI Design,90541.08081377903,No,Growth
Sales Manager,Entertainment,Small,Singapore,High,High,Cybersecurity,92037.21412759706,No,Stable
Cybersecurity Analyst,Retail,Large,Sydney,Medium,Medium,Communication,76744.30397016529,Yes,Decline
Data Scientist,Telecommunications,Medium,Dubai,Medium,Low,Project Management,80073.90538089433,No,Stable
HR Manager,Finance,Medium,Toronto,High,Medium,Machine Learning,65462.48930972422,No,Decline
Software Engineer,Entertainment,Medium,Singapore,Low,High,Marketing,81307.09820419611,Yes,Decline
Operations Manager,Healthcare,Large,Berlin,Low,Low,Machine Learning,103526.20119995158,Yes,Growth
UX Designer,Retail,Small,San Francisco,Medium,Medium,Cybersecurity,87252.91652187712,Yes,Stable
Product Manager,Education,Large,Toronto,Low,High,Machine Learning,110181.30592094656,Yes,Growth
UX Designer,Healthcare,Large,Sydney,Medium,Medium,Python,86291.41064693853,No,Stable
HR Manager,Energy,Small,New York,High,High,Machine Learning,61369.64004553371,Yes,Growth
AI Researcher,Energy,Small,Singapore,Medium,High,JavaScript,101945.49775113165,No,Stable
AI Researcher,Technology,Small,Singapore,Medium,Low,Sales,76527.53717933195,Yes,Growth
Software Engineer,Finance,Medium,San Francisco,High,High,Project Management,85332.65422472931,Yes,Decline
Product Manager,Telecommunications,Small,London,Low,Medium,Machine Learning,114751.44094968235,Yes,Stable
Cybersecurity Analyst,Entertainment,Large,Tokyo,Medium,High,Data Analysis,66782.59080556972,Yes,Stable
Software Engineer,Manufacturing,Small,Tokyo,Medium,High,Sales,93294.8757492877,Yes,Decline
UX Designer,Education,Large,New York,High,Low,Sales,89189.63299928416,Yes,Growth
Software Engineer,Retail,Medium,Dubai,Low,High,Machine Learning,104018.51430874206,No,Stable
UX Designer,Telecommunications,Large,Dubai,Medium,High,Sales,107103.06730964045,Yes,Stable
Data Scientist,Healthcare,Large,Berlin,High,Medium,Marketing,95276.78008497784,Yes,Growth
AI Researcher,Energy,Small,Toronto,Medium,Low,Machine Learning,82792.507068392,Yes,Decline
Data Scientist,Education,Small,Paris,High,Low,Python,99467.45008051921,Yes,Growth
Operations Manager,Manufacturing,Large,London,Low,Low,Cybersecurity,116713.11794289124,No,Growth
Product Manager,Entertainment,Small,Sydney,Low,High,JavaScript,89454.20120720599,Yes,Growth
Cybersecurity Analyst,Technology,Medium,Paris,Low,Low,UX/UI Design,84654.87771153946,Yes,Stable
UX Designer,Manufacturing,Medium,Paris,Low,High,Communication,97763.40515335981,Yes,Decline
Cybersecurity Analyst,Education,Small,Singapore,Medium,High,Sales,90774.54040739224,Yes,Decline
UX Designer,Manufacturing,Medium,New York,Medium,Medium,Python,63245.81152164402,No,Growth
HR Manager,Education,Small,Tokyo,Low,Medium,Project Management,94786.61600794963,Yes,Stable
Software Engineer,Education,Large,Berlin,Low,Medium,Project Management,63064.75182472472,No,Growth
Operations Manager,Transportation,Large,Dubai,Low,Medium,Communication,97489.6129281689,Yes,Stable
AI Researcher,Retail,Medium,New York,Medium,Medium,JavaScript,74057.14551186866,No,Stable
UX Designer,Energy,Small,Singapore,Low,High,Sales,90737.49608372692,No,Stable
Cybersecurity Analyst,Transportation,Small,Sydney,Low,High,Marketing,97811.87812398473,Yes,Stable
Operations Manager,Entertainment,Medium,Berlin,Low,Low,Communication,139078.06691887142,Yes,Decline
Marketing Specialist,Transportation,Large,Singapore,High,High,JavaScript,104854.99923573849,No,Stable
Marketing Specialist,Finance,Medium,Tokyo,Low,High,Sales,117295.97619484669,No,Stable
Data Scientist,Finance,Large,Tokyo,High,Medium,Python,127434.9563738785,Yes,Growth
AI Researcher,Energy,Small,Tokyo,High,High,Cybersecurity,99785.1183399889,No,Growth
HR Manager,Manufacturing,Large,New York,Low,Medium,Marketing,95713.79600534399,No,Decline
Cybersecurity Analyst,Retail,Medium,New York,High,Low,UX/UI Design,68665.57782347569,No,Growth
Software Engineer,Energy,Small,Dubai,Low,Low,Project Management,87667.40135199211,Yes,Stable
Software Engineer,Education,Medium,Dubai,Medium,High,Data Analysis,75538.24540728275,No,Growth
Cybersecurity Analyst,Healthcare,Medium,Sydney,Medium,Low,Python,81978.82299751228,No,Decline
Product Manager,Retail,Large,Berlin,Medium,High,Project Management,127413.26752384937,No,Growth
HR Manager,Retail,Medium,San Francisco,Medium,Low,Machine Learning,92292.4301839998,Yes,Growth
Operations Manager,Education,Large,San Francisco,High,Medium,Data Analysis,72482.00844567783,Yes,Decline
UX Designer,Education,Small,Singapore,Low,Medium,Project Management,117490.66909382609,No,Decline
Product Manager,Technology,Large,Tokyo,Low,Medium,JavaScript,109105.50952474898,Yes,Stable
UX Designer,Energy,Small,Berlin,Low,Medium,Marketing,110153.06985200793,No,Growth
UX Designer,Education,Large,Paris,Medium,High,Project Management,49877.395937952104,Yes,Stable
Product Manager,Finance,Medium,New York,Medium,Low,UX/UI Design,128973.41915442972,Yes,Growth
Data Scientist,Entertainment,Large,Toronto,Low,High,Cybersecurity,78829.70515812226,No,Growth
Marketing Specialist,Healthcare,Large,London,Medium,Medium,JavaScript,105559.0954558551,Yes,Stable
UX Designer,Energy,Small,Sydney,Low,High,Python,140475.99581234064,Yes,Growth
Product Manager,Telecommunications,Medium,Tokyo,Low,Low,Python,133106.65496381235,Yes,Growth
Product Manager,Finance,Large,Tokyo,Low,High,Python,70448.75749054627,No,Growth
Sales Manager,Manufacturing,Medium,Tokyo,Low,Low,Python,61109.65325995454,Yes,Decline
Data Scientist,Education,Large,New York,Low,High,Cybersecurity,118606.93197695856,Yes,Stable
AI Researcher,Telecommunications,Large,New York,Low,Low,Project Management,92841.11623187999,No,Decline
Sales Manager,Education,Medium,London,Low,Low,Sales,79982.3711739584,Yes,Stable
Sales Manager,Retail,Large,Paris,Medium,Medium,Project Management,102424.37093878095,Yes,Stable
Cybersecurity Analyst,Finance,Medium,Berlin,Low,Low,Machine Learning,86742.40845081118,Yes,Growth
Marketing Specialist,Retail,Large,Tokyo,Low,Medium,Marketing,104026.48274097487,Yes,Stable
Product Manager,Technology,Small,San Francisco,Medium,Medium,Data Analysis,91339.63615637466,Yes,Decline
Marketing Specialist,Retail,Medium,Dubai,Medium,Medium,Sales,104447.75856656334,No,Decline
HR Manager,Technology,Large,San Francisco,Medium,High,Sales,72109.34621727222,No,Decline
Cybersecurity Analyst,Technology,Large,Singapore,Low,High,Project Management,118489.24026265269,Yes,Stable
AI Researcher,Telecommunications,Small,San Francisco,High,High,Sales,103952.46741464877,Yes,Decline
Marketing Specialist,Education,Medium,Singapore,High,High,Communication,102925.94738807145,Yes,Stable
Software Engineer,Manufacturing,Large,Toronto,Medium,Low,Communication,67646.60145976013,No,Decline
UX Designer,Retail,Small,Dubai,High,Low,Machine Learning,123992.64833288494,No,Decline
HR Manager,Finance,Large,San Francisco,Medium,High,Data Analysis,89725.67801267463,Yes,Stable
Data Scientist,Technology,Medium,Toronto,Low,Low,UX/UI Design,104560.97724859683,Yes,Decline
AI Researcher,Education,Large,Sydney,High,Low,Cybersecurity,83543.51072506783,No,Growth
HR Manager,Healthcare,Large,Berlin,Low,Medium,Project Management,95217.78129364195,Yes,Stable
UX Designer,Energy,Large,Toronto,High,Medium,Cybersecurity,95942.54704238809,No,Stable
Cybersecurity Analyst,Telecommunications,Large,Berlin,Low,Medium,UX/UI Design,33601.38135993158,No,Stable
UX Designer,Manufacturing,Small,San Francisco,High,Medium,Project Management,101648.96249309662,Yes,Growth
Sales Manager,Transportation,Small,Paris,Low,Low,Project Management,129306.82923444168,No,Stable
UX Designer,Telecommunications,Medium,Toronto,Low,High,Data Analysis,100795.60517983914,Yes,Decline
Sales Manager,Healthcare,Small,Dubai,High,Low,Cybersecurity,70845.83502220524,Yes,Decline
Cybersecurity Analyst,Energy,Small,San Francisco,Low,Low,Communication,102999.23132307774,Yes,Decline
Operations Manager,Healthcare,Medium,Tokyo,Low,Low,Python,111189.61060346678,Yes,Stable
Sales Manager,Retail,Small,New York,Low,Medium,Cybersecurity,100249.33032380774,Yes,Decline
Data Scientist,Technology,Small,Toronto,High,Medium,Marketing,88517.45787139912,Yes,Stable
UX Designer,Manufacturing,Medium,Dubai,High,Medium,Marketing,85157.01548352139,No,Decline
UX Designer,Entertainment,Medium,Sydney,Low,High,Project Management,85073.80489266386,No,Growth
Data Scientist,Technology,Medium,Tokyo,Low,Low,Python,103955.53802022425,No,Growth
Software Engineer,Entertainment,Large,Sydney,High,High,JavaScript,61857.520098807436,No,Growth
Product Manager,Energy,Large,San Francisco,High,Medium,UX/UI Design,82562.53678289187,Yes,Growth
Operations Manager,Education,Medium,New York,Low,High,Machine Learning,121912.19646021897,No,Stable
AI Researcher,Transportation,Medium,Toronto,Low,Low,Python,122683.90533154352,No,Decline
Sales Manager,Finance,Medium,Toronto,Low,Low,Machine Learning,60437.05824396676,No,Growth
Data Scientist,Technology,Large,Paris,Medium,Medium,Cybersecurity,67371.72777472783,Yes,Stable
Cybersecurity Analyst,Manufacturing,Large,Paris,High,Medium,Cybersecurity,84587.58840944126,No,Growth
Sales Manager,Healthcare,Small,San Francisco,Medium,High,Machine Learning,107851.79034228704,Yes,Growth
Product Manager,Manufacturing,Small,San Francisco,High,Medium,UX/UI Design,53450.51291894019,No,Stable
Cybersecurity Analyst,Energy,Medium,New York,High,Medium,Python,88903.82730165044,Yes,Stable
HR Manager,Entertainment,Large,Paris,High,Low,JavaScript,80516.4168684071,Yes,Decline
UX Designer,Healthcare,Large,Dubai,High,Medium,Project Management,116519.29348570466,No,Decline
HR Manager,Finance,Large,Dubai,High,Medium,Data Analysis,56461.830520614916,Yes,Growth
Sales Manager,Finance,Medium,New York,High,Low,Cybersecurity,91850.81230987245,Yes,Growth
Product Manager,Technology,Small,Dubai,High,Low,Marketing,82127.81125302812,No,Decline
Operations Manager,Energy,Medium,Singapore,Medium,High,UX/UI Design,119395.97852554577,No,Decline
Sales Manager,Education,Small,Berlin,Low,Medium,Data Analysis,101953.052927065,No,Stable
Data Scientist,Energy,Small,New York,Low,Low,JavaScript,78283.6868148453,Yes,Decline
Marketing Specialist,Entertainment,Medium,New York,Medium,High,Sales,107067.72886658164,Yes,Decline
Sales Manager,Manufacturing,Small,London,Medium,High,Project Management,82223.42293382852,Yes,Growth
UX Designer,Finance,Small,Tokyo,Medium,Medium,Cybersecurity,109986.59422479507,No,Decline
UX Designer,Manufacturing,Large,Tokyo,Medium,Medium,Project Management,85258.46018228843,Yes,Growth
Sales Manager,Manufacturing,Small,Singapore,High,High,Data Analysis,111093.33157537527,Yes,Decline
Cybersecurity Analyst,Manufacturing,Medium,Paris,Low,Low,Project Management,98721.639102545,Yes,Stable
Marketing Specialist,Finance,Medium,San Francisco,High,High,Sales,155209.82161382848,Yes,Decline
Data Scientist,Telecommunications,Small,San Francisco,Low,Medium,Data Analysis,88942.07989167991,Yes,Decline
Sales Manager,Retail,Large,Sydney,Low,Low,Cybersecurity,97657.24583242898,Yes,Decline
Cybersecurity Analyst,Entertainment,Large,Singapore,Medium,Low,Python,80411.50516568137,Yes,Growth
UX Designer,Telecommunications,Small,New York,High,High,Marketing,90053.70681509557,No,Stable
UX Designer,Entertainment,Small,Singapore,Medium,Medium,Data Analysis,35963.29731701118,No,Decline
Product Manager,Healthcare,Medium,Singapore,High,High,Communication,99311.68033082064,No,Growth
Sales Manager,Energy,Small,Singapore,Low,High,Sales,116857.48425898823,Yes,Stable
Marketing Specialist,Energy,Large,Tokyo,Medium,High,Data Analysis,97932.60009198709,Yes,Growth
Software Engineer,Transportation,Small,Singapore,Medium,Low,Data Analysis,63722.77084045245,No,Growth
Marketing Specialist,Energy,Medium,Berlin,Low,Low,Communication,73964.25694581997,Yes,Stable
UX Designer,Finance,Medium,San Francisco,Low,Medium,Cybersecurity,41396.15745687459,No,Decline
UX Designer,Education,Medium,Sydney,Low,Medium,Data Analysis,109578.48013730848,Yes,Growth
HR Manager,Technology,Medium,Berlin,Medium,High,Marketing,69869.7341458084,Yes,Growth
UX Designer,Transportation,Medium,Sydney,High,High,Project Management,89425.82819575544,No,Decline
Data Scientist,Technology,Small,London,Medium,High,Cybersecurity,86925.2485534556,No,Decline
AI Researcher,Entertainment,Small,Sydney,High,Medium,Marketing,119754.54071316533,No,Stable
Sales Manager,Technology,Small,San Francisco,Medium,Low,Cybersecurity,91705.62635931477,No,Stable
Marketing Specialist,Technology,Small,San Francisco,Medium,Low,Marketing,106177.8584021202,No,Stable
AI Researcher,Transportation,Medium,Singapore,Low,High,Sales,100929.27528295325,Yes,Decline
Cybersecurity Analyst,Healthcare,Large,Toronto,High,High,Marketing,117188.22839922798,Yes,Growth
Software Engineer,Manufacturing,Small,London,Medium,High,Machine Learning,85217.52610994082,Yes,Growth
Data Scientist,Energy,Large,New York,Medium,High,Marketing,127392.30661009034,No,Stable
Marketing Specialist,Energy,Small,Dubai,Low,Medium,Python,50286.7568720137,No,Decline
AI Researcher,Finance,Small,Sydney,Low,Low,Python,107149.46996002473,No,Growth
Software Engineer,Transportation,Large,Toronto,High,High,UX/UI Design,72667.60782671736,No,Stable
HR Manager,Finance,Medium,Singapore,Medium,Medium,Machine Learning,80145.00894440095,No,Growth
Data Scientist,Education,Small,Tokyo,High,High,Machine Learning,101388.28533802071,No,Growth
Data Scientist,Education,Small,New York,Medium,High,Project Management,101228.04099695486,Yes,Decline
HR Manager,Finance,Small,Paris,High,Low,Machine Learning,102128.56027380143,Yes,Decline
Sales Manager,Transportation,Large,Toronto,Low,High,Project Management,62276.84111789524,Yes,Growth
HR Manager,Finance,Medium,Tokyo,Medium,Low,UX/UI Design,118980.6046255848,Yes,Stable
Data Scientist,Energy,Large,London,High,Low,UX/UI Design,71987.05763544649,Yes,Decline
Data Scientist,Telecommunications,Large,Singapore,Low,Low,Sales,74654.25819549602,No,Growth
AI Researcher,Retail,Medium,New York,Low,Medium,Python,102757.93476333657,No,Decline
UX Designer,Technology,Large,New York,High,Medium,Marketing,84265.57650477519,No,Decline
Software Engineer,Retail,Medium,New York,Medium,Low,Marketing,96165.21681124983,No,Decline
HR Manager,Transportation,Small,London,Medium,High,Communication,46867.98606734424,No,Growth
Software Engineer,Retail,Medium,Sydney,Low,Low,Communication,95686.48899038463,No,Stable
HR Manager,Education,Small,Paris,Medium,High,JavaScript,94356.6375902443,Yes,Stable
Cybersecurity Analyst,Entertainment,Large,London,Medium,Low,Cybersecurity,79802.82924471433,No,Stable
Data Scientist,Technology,Large,Dubai,Medium,High,Sales,48518.48080470421,No,Decline
UX Designer,Manufacturing,Small,Paris,Low,Medium,JavaScript,85743.8347703679,No,Growth
AI Researcher,Transportation,Large,San Francisco,High,High,JavaScript,89252.52280402774,No,Decline
UX Designer,Technology,Medium,Singapore,Medium,Low,Data Analysis,82655.4201933901,Yes,Stable
UX Designer,Retail,Small,London,Low,Medium,Data Analysis,53276.51071135004,Yes,Stable
UX Designer,Education,Large,Tokyo,Low,High,JavaScript,121894.68014633832,No,Growth
Software Engineer,Healthcare,Small,Paris,High,High,Machine Learning,77222.76944111254,Yes,Decline
HR Manager,Telecommunications,Medium,Dubai,Medium,High,Cybersecurity,85555.90674154198,Yes,Stable
Operations Manager,Manufacturing,Medium,San Francisco,Medium,High,Sales,41810.51357563419,No,Growth
Cybersecurity Analyst,Telecommunications,Large,Sydney,High,High,JavaScript,121897.10697396414,No,Decline
Marketing Specialist,Technology,Medium,Tokyo,High,Medium,Marketing,80669.00136531888,No,Decline
UX Designer,Education,Small,Paris,Low,Medium,Cybersecurity,91969.25634148406,No,Stable
Sales Manager,Education,Medium,Singapore,Low,Medium,Data Analysis,112414.74889633303,No,Stable
Software Engineer,Retail,Small,Tokyo,High,Medium,Marketing,76473.91590566748,Yes,Decline
AI Researcher,Energy,Small,San Francisco,Medium,Low,Data Analysis,109264.89974773089,No,Decline
Marketing Specialist,Retail,Medium,Tokyo,Low,Medium,Data Analysis,48773.49088117717,No,Stable
Operations Manager,Energy,Large,Berlin,Low,High,Cybersecurity,101019.73315142626,No,Decline
Sales Manager,Energy,Medium,Toronto,Medium,High,Data Analysis,121444.84333039305,Yes,Stable
Operations Manager,Manufacturing,Small,Sydney,Low,Medium,UX/UI Design,78391.66305563941,No,Decline
Marketing Specialist,Retail,Small,San Francisco,Medium,High,Python,112377.63240596798,No,Stable
UX Designer,Healthcare,Medium,Tokyo,Medium,Medium,UX/UI Design,126678.45304387566,No,Growth
Sales Manager,Finance,Large,Toronto,Medium,High,Python,84903.16323891962,Yes,Stable
Operations Manager,Finance,Large,Toronto,High,Low,Communication,83249.43428300279,No,Stable
AI Researcher,Retail,Small,Tokyo,High,Low,Communication,72034.12508335392,No,Growth
HR Manager,Retail,Small,Singapore,High,Medium,Data Analysis,79805.39689629733,No,Decline
Data Scientist,Telecommunications,Large,Berlin,Medium,Medium,Sales,73692.80219454759,Yes,Growth
HR Manager,Manufacturing,Medium,London,Medium,Medium,Sales,72017.77803145545,No,Stable
Marketing Specialist,Retail,Small,Berlin,High,High,Python,113976.70593422712,No,Decline
Software Engineer,Telecommunications,Small,Tokyo,Low,Medium,Marketing,74201.47949423481,No,Growth
Data Scientist,Energy,Large,Sydney,Medium,Low,Cybersecurity,95170.43829439246,Yes,Decline
Cybersecurity Analyst,Education,Medium,London,Low,High,Data Analysis,90764.66870432475,No,Decline
AI Researcher,Education,Large,San Francisco,Low,Medium,Cybersecurity,119961.89125142245,No,Growth
Cybersecurity Analyst,Energy,Medium,Berlin,Medium,High,UX/UI Design,79936.87535889974,No,Decline
Sales Manager,Transportation,Medium,Tokyo,Medium,High,Sales,97622.96093308645,Yes,Growth
Data Scientist,Telecommunications,Medium,Berlin,Low,Medium,Machine Learning,105821.39404552219,Yes,Stable
Cybersecurity Analyst,Telecommunications,Small,London,Low,High,UX/UI Design,119794.99214641162,No,Decline
Cybersecurity Analyst,Energy,Large,Dubai,High,Low,UX/UI Design,79644.93309909466,Yes,Stable
Operations Manager,Healthcare,Large,Paris,High,Low,Python,77642.1506253524,Yes,Stable
HR Manager,Entertainment,Medium,Berlin,Medium,High,Project Management,68764.37892079895,Yes,Decline
